booth_no,forms_received,location,area_covered,booth_level_officer,pdf_file_name
509,Form 6  Form 7  Form 8  Form 8A,"GOVT MIDDLE SCHOOL, VILLAGE PALSORA , (Room No.4), VILLAGE PALSORA",AMBEDKAR AWAS YOJNA SEC.56 # 1301 to 1340 & 2501 to 2800,BALBIR SINGH  GHS SECTOR 35-D,chandigarh_pdfs/w0010509.pdf
510,Form 6  Form 7  Form 8  Form 8A,"GOVT MIDDLE SCHOOL, VILLAGE PALSORA , (Room No. 3) , VILLAGE PALSORA",AMBEDKAR AWAS YOJNA SEC.56 # 2801 to 3100,SAUDAGAR SINGH  Pr. A.G. SECTOR 17,chandigarh_pdfs/w0010510.pdf
511,Form 6  Form 7  Form 8  Form 8A,"GOVT MIDDLE SCHOOL, VILLAGE PALSORA , (Room No. 5), VILLAGE PALSORA",AMBEDKAR AWAS YOJNA SEC.56 # 3101 to 3900,"GURINDER SINGH  MOH, MC SECTOR 17",chandigarh_pdfs/w0010511.pdf
512,Form 6  Form 7  Form 8  Form 8A,"ANGANWADI BUILDING NO.1, NEAR POLICE POST , (Room No.1) , SECTOR 56",AMBEDKAR AWAS YOJNA SEC.56 # 3901 to 4200,RAJWINDER SINGH  MCPH,chandigarh_pdfs/w0010512.pdf
513,Form 6  Form 7  Form 8  Form 8A,"ANGANWADI BUILDING NO. 2, NEAR BY REG PIKKAR COLONY, SECTOR 56 , (Room No.), SECTOR 56",AMBEDKAR AWAS YOJNA SEC.56 # 4201 to 5650,"SATYA VEER SINGH  GMSSS, SECTOR-38 WEST CHD",chandigarh_pdfs/w0010513.pdf
514,Form 6  Form 7  Form 8  Form 8A,"COMMETTE CENTRE NEAR BY WATER BUSTER STATION NO. 2, SECTOR 56 , (Room No.1), SECTOR 56",SECTOR 56 # 5651 to 6250,SHAMBHOO NATH  AIHM SECTOR 42,chandigarh_pdfs/w0010514.pdf
515,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL, SECTOR 56 , (Room No. 5 ), SECTOR 56",SECTOR 56 # 6251 to 6375,"KULWANT SINGH  CHB, DIV. NO.4 SECTOR 9",chandigarh_pdfs/w0010515.pdf
516,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL, SECTOR 56 , (Room No.6 ), SECTOR 56",SECTOR 56 # 6376 to 6530,KULDEEP CHAND  CHB SECTOR 9,chandigarh_pdfs/w0010516.pdf
517,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL, SECTOR 56 , (Room No.7 ), SECTOR 56","SECTOR 56 # 6531 to 6600, SH. GURU KIRPA DARBAR SEC 56, COMMUNITY CENTRE SEC 56, GOVT. MODEL SR. SEC. SCHOOL SEC.56, REG PICKERS COLONY # 6734 to 7060",RAJIV KUMAR  GC YOGA & HEALTH SECTOR 23,chandigarh_pdfs/w0010517.pdf
518,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , (Room No. 2 ) , SECTOR 56",SECTOR 56 # 6601 to 6652 & 6701 to 6780C,SOHAN LAL  S.T.A SECTOR 18,chandigarh_pdfs/w0010518.pdf
519,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , (ROOM NO. VTH A,), VILLAGE BEHLANA","VILLAGE BEHLANA # 1 to 65, N. AREA ( HAD BAST NO. 232) BEHLANA, GOVT. SR. SEC. SCHOOL VILALGE BEHLANA, ITBP BEHLANA, SANATAN DHARAM MANDIR",PARMINDER SINGH  P.G.G.C 46,chandigarh_pdfs/w0010519.pdf
520,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , (Room No. 5B ), VILLAGE BEHLANA",VILLAGE BEHLANA # 66 to 140,"MANOJ KUMAR  GHS, SECTOR 31 CHANDIGARH",chandigarh_pdfs/w0010520.pdf
521,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , (ROOM NO. 5C), VILLAGE BEHLANA","VILLAGE BEHLANA # 141 to 225A, RAWAT HOTEL ( VILLAGE BEHLANA) , 12 WING BRAR ENCLAVE BEHLANA","SUNITA KUMAR  INST., GMSSS, SECTOR 28, CHD",chandigarh_pdfs/w0010521.pdf
522,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , (Room No. CLASS- 6A), VILLAGE BEHLANA","Village Behlana H.No. 226 to 460, Dera Behlana, D.I.R.A.",DALJIT SINGH  PTG.&STY.DEPTT. 18,chandigarh_pdfs/w0010522.pdf
523,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , (Room No. 1 ), VILLAGE RAIPUR KHURD","VILLAGE RAIPUR KHURD # 1 to 45, VILLAGE RAIPUR KHURD KHANNA HOUSE, VILLAGE RAIPUR KHURD MAHILA NIWAS, VILLAGE RAIPUR KHURD TUBWELL NO. R 11, VILLAGE RAIPUR KHURD SARKARI SCHOOL, VILLAGE RAIPUR KHURD IX GENERAL STORE, VILLAGE RAIPUR KHURD MARTHOM CHURCH",DILBAG SINGH  GMSSS SECTOR 33 D CHD,chandigarh_pdfs/w0010523.pdf
524,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , (Room No. 2 ), VILLAGE RAIPUR KHURD","VILLAGE RAIPUR KHURD # 46 to 75, VILLAGE RAIPUR KHURD TUBWELL NO.11, VILLAGE RAIPUR KHURD ZION CHURH, SANATAN DHARAM MANDIR",JAGJIT SINGH  PGGC SECTOR 46 CHD,chandigarh_pdfs/w0010524.pdf
525,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , (Room No. 5 ), VILLAGE RAIPUR KHURD",VILLAGE RAIPUR KHURD # 76 to 140,SANDEEP KUMAR  GMHS SECTOR 34 C CHD,chandigarh_pdfs/w0010525.pdf
526,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , (Room No. 6 ), VILLAGE RAIPUR KHURD","VILLAGE RAIPUR KHURD # 141 TO END, VILLAGE RAIPUR KHURD CR, VILLAGE RAIPUR KHURD DHARMSHALA, VILLAGE RAIPUR KHURD TRIBUNE SOCIETY COMPLEX, VILLAGE RAIPUR KHURD TUBWELL NO. R 13, VILLAGE RAIPUR KHURD TUBWELL NO. 11",SHRI RAM  SECTOR 26 CHD,chandigarh_pdfs/w0010526.pdf
527,Form 6  Form 7  Form 8  Form 8A,"GOVT. COMMERCE COLLEGE & BUSINESS, SECTOR 50 , , SECTOR 50",SECTOR 63,LALITA  ANGANWADI KAJERI,chandigarh_pdfs/w0010527.pdf
